2016-10-14 00:25:20.699999,420.002,429.959,520.003,540.003,440.002,540.003,550.003,520.003,420.002,600.003,830.005,910.005,690.004,630.003,680.004,510.003,290.002,250.001,320.002,320.002,309.971,370.002
2016-10-14 00:25:31,590.003,610.003,620.003,600.003,460.002,610.003,830.005,810.004,710.004,829.921,830.005,820.004,660.004,780.004,780.004,710.004,450.002,410.002,390.002,360.002,230.001
2016-10-14 00:25:36.100000,350.002,370.002,420.002,460.002,520.003,460.002,640.003,690.004,520.003,530.003,710.004,680.004,500.003,609.942,530.003,520.003,440.002,550.003,550.003,550.003,490.003
2016-10-14 00:25:40,420.002,450.002,290.002,260.001,380.002,350.002,240.001,290.002,390.002,390.002,370.002,349.967,350.002,380.002,320.002,260.001,280.002,290.002,220.001,230.001,280.002
2016-10-14 00:26:58.899999,40.0002,59.9943,40.0002,40.0002,50.0003,90.0005,60.0003,130.001,270.001,880.005,1340.01,880.005,620.003,200.001,90.0005,160.001,180.001,220.001,180.001,580.003,769.927
2016-10-14 00:27:00.500000,160.001,180.001,220.001,180.001,580.003,769.927,710.004,870.005,1060.01,1190.01,2260.01,840.005,560.003,490.003,1710.01,1230.01,1580.01,870.005,2330.01,1630.01,2250.01,1770.01
2016-10-14 00:27:01.199999,1060.01,1190.01,2260.01,840.005,560.003,490.003,1710.01,1230.01,1580.01,870.005,2330.01,1630.01,2250.01,1770.01,2140.01,899.914,1920.01,2070.01,220.001,210.001
2016-10-14 00:27:02.799999,899.914,1920.01,2070.01,220.001,210.001,300.002,2190.01,1720.01,490.003,1200.01,2260.01,260.001,700.004,1580.01,1220.01,230.001,700.004,1849.82,1640.01,120.001
2016-10-14 00:27:04,260.001,700.004,1580.01,1220.01,230.001,700.004,1849.82,1640.01,120.001,2100.01,110.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-14 00:39:12.599999,260.001,340.002,360.002,300.002,250.001,400.002,460.002,390.002,450.002,499.952,610.003,430.002,410.002,520.003,520.003,490.003,470.003,510.003,530.003,420.002,450.002,480.003
2016-10-14 00:39:15.900000,740.004,750.004,620.003,600.003,640.003,660.004,720.004,760.004,780.004,800.004,810.004,800.004,740.004,669.936,590.003,590.003,590.003,500.003,400.002,370.002,440.002,490.003
2016-10-14 00:39:23.199999,530.003,510.003,460.002,510.003,600.003,520.003,610.003,600.003,640.003,670.004,740.004,750.004,730.004,650.004,589.944,660.004,730.004,720.004,710.004,820.004,920.005,730.004
2016-10-14 00:39:24,670.004,740.004,750.004,730.004,650.004,589.944,660.004,730.004,720.004,710.004,820.004,920.005,730.004,600.003,760.004,760.004,630.003,830.005,850.005,770.004,830.005
2016-10-14 00:39:24.899999,720.004,710.004,820.004,920.005,730.004,600.003,760.004,760.004,630.003,830.005,850.005,770.004,830.005,840.005,790.004,809.923,710.004,660.004,640.003,660.004,550.003,490.003
2016-10-14 00:39:29.699999,380.002,360.002,420.002,450.002,499.952,470.003,480.003,510.003,470.003,510.003,560.003,480.003,490.003,400.002,500.003,530.003,340.002,380.002,420.002,420.002,420.002,290.002
2016-10-14 00:39:32.399999,450.002,370.002,340.002,470.003,460.002,400.002,380.002,480.003,500.003,420.002,410.002,490.003,540.003,420.002,389.963,370.002,390.002,350.002,390.002,400.002,400.002,300.002
2016-10-14 00:39:35.299999,330.002,360.002,420.002,480.003,529.95,470.003,580.003,600.003,590.003,660.004,680.004,710.004,620.003,520.003,510.003,530.003,500.003,450.002,480.003,480.003,450.002,350.002
2016-10-14 00:39:36.799999,530.003,500.003,450.002,480.003,480.003,450.002,350.002,440.002,549.948,520.003,540.003,520.003,480.003,470.003,380.002,380.002,400.002,360.002,340.002,350.002,390.002,360.002
2016-10-14 00:39:39,340.002,360.002,350.002,319.97,360.002,340.002,340.002,380.002,430.002,400.002,520.003,310.002,320.002,300.002,210.001,210.001,240.001,260.001,290.002,230.001,320.002
2016-10-14 00:39:41.899999,230.001,190.001,180.001,200.001,260.001,310.002,310.002,390.002,370.002,390.002,410.002,399.962,360.002,320.002,320.002,360.002,370.002,290.002,250.001,250.001,220.001
2016-10-14 00:39:50.100000,230.001,240.001,280.002,269.974,230.001,270.001,300.002,320.002,360.002,370.002,430.002,380.002,270.001,280.002,350.002,300.002,200.001,200.001,290.002,240.001,180.001
2016-10-14 00:39:57.899999,169.984,190.001,220.001,200.001,210.001,210.001,200.001,180.001,230.001,260.001,270.001,210.001,220.001,170.001,130.001,100.001,140.001,130.001,109.99,140.001,150.001
2016-10-14 00:40:00.500000,170.001,100.001,120.001,200.001,210.001,280.002,340.002,340.002,380.002,470.003,530.003,370.002,319.97,260.001,360.002,470.003,430.002,350.002,290.002,310.002,280.002,210.001
2016-10-14 00:40:01,280.002,340.002,340.002,380.002,470.003,530.003,370.002,319.97,260.001,360.002,470.003,430.002,350.002,290.002,310.002,280.002,210.001,230.001,220.001,230.001,160.001,230.001
2016-10-14 00:40:04.299999,100.001,130.001,140.001,90.0005,120.001,140.001,170.001,140.001,180.001,260.001,320.002,269.974,290.002,280.002,280.002,230.001,220.001,230.001,240.001,190.001,170.001,140.001
2016-10-14 00:40:08.300000,120.001,100.001,160.001,140.001,110.001,110.001,60.0003,59.9943,70.0004,150.001,210.001,200.001,130.001,120.001,110.001,110.001,60.0003,50.0003,30.0002,50.0003,50.0003
2016-10-14 00:40:21.699999,110.001,70.0004,60.0003,90.0005,109.99,90.0005,120.001,150.001,280.002,180.001,210.001,340.002,310.002,140.001,90.0005,80.0004,90.0005,80.0004,80.0004,180.001,220.001,100.001
2016-10-14 01:10:52,150.001,140.001,120.001,139.987,140.001,140.001,140.001,160.001,200.001,230.001,280.002,200.001,160.001,160.001,160.001,160.001,170.001,160.001,160.001,170.001,150.001
2016-10-14 01:10:57.100000,200.001,210.001,210.001,220.001,230.001,220.001,240.001,269.974,280.002,410.002,540.003,290.002,280.002,250.001,240.001,220.001,220.001,220.001,210.001,220.001,240.001
2016-10-14 01:11:14.900000,210.001,220.001,200.001,220.001,250.001,280.002,280.002,330.002,360.002,400.002,460.002,320.002,340.002,340.002,330.002,349.967,280.002,290.002,310.002,320.002,310.002
2016-10-14 01:11:17.399999,290.002,270.001,270.001,300.002,310.002,330.002,390.002,390.002,410.002,469.955,530.003,530.003,360.002,300.002,300.002,280.002,290.002,280.002,290.002,280.002,300.002,260.001
2016-10-14 01:11:25.399999,310.002,320.002,310.002,309.971,310.002,310.002,330.002,340.002,360.002,360.002,380.002,410.002,400.002,340.002,310.002,310.002,330.002,320.002,290.002,310.002,340.002,330.002
2016-10-14 01:11:27,320.002,290.002,310.002,340.002,330.002,319.97,330.002,330.002,350.002,360.002,450.002,400.002,310.002,270.001,280.002,260.001,280.002,260.001,280.002,310.002,290.002
2016-10-14 01:11:29.399999,309.971,390.002,460.002,550.003,570.003,530.003,540.003,560.003,600.003,760.004,810.004,740.004,660.004,530.003,490.003,540.003,650.004,790.004,880.005,649.938,610.003,610.003
2016-10-14 01:11:30.199999,600.003,760.004,810.004,740.004,660.004,530.003,490.003,540.003,650.004,790.004,880.005,649.938,610.003,610.003,590.003,580.003,680.004,840.005,780.004,750.004,870.005,770.004
2016-10-14 01:11:31.100000,880.005,649.938,610.003,610.003,590.003,580.003,680.004,840.005,780.004,750.004,870.005,770.004,650.004,590.003,600.003,630.003,620.003,560.003,440.002,389.963,390.002
2016-10-14 01:11:34,340.002,320.002,320.002,330.002,340.002,330.002,410.002,690.004,740.004,839.92,1040.01,850.005,780.004,800.004,810.004,800.004,730.004,620.003,520.003,480.003,420.002
2016-10-14 01:11:38,440.002,410.002,410.002,390.002,400.002,400.002,379.964,410.002,460.002,590.003,700.004,550.003,360.002,350.002,380.002,380.002,420.002,430.002,470.003,410.002,410.002
2016-10-14 01:11:40.799999,420.002,470.003,430.002,350.002,320.002,320.002,340.002,310.002,450.002,620.003,630.003,580.003,530.003,520.003,520.003,560.003,559.947,650.004,720.004,690.004,740.004,850.005
2016-10-14 01:11:41.899999,530.003,520.003,520.003,560.003,559.947,650.004,720.004,690.004,740.004,850.005,950.005,790.004,720.004,730.004,730.004,780.004,710.004,730.004,700.004,690.004,600.003
2016-10-14 01:11:46.799999,530.003,590.003,670.004,880.005,750.004,600.003,650.004,840.005,760.004,730.004,810.004,980.005,609.942,310.002,270.001,270.001,300.002,350.002,350.002,390.002,350.002,350.002
2016-10-14 01:11:50.299999,300.002,290.002,300.002,320.002,310.002,300.002,300.002,360.002,390.002,410.002,440.002,540.003,500.003,410.002,369.965,380.002,390.002,450.002,400.002,380.002,360.002,390.002
2016-10-14 01:11:51.600000,369.965,380.002,390.002,450.002,400.002,380.002,360.002,390.002,430.002,540.003,670.004,640.003,400.002,330.002,340.002,360.002,370.002,440.002,419.96,430.002,410.002
2016-10-14 01:11:53.799999,400.002,390.002,380.002,380.002,340.002,300.002,300.002,360.002,540.003,1000.01,1120.01,1480.01,1460.01,860.005,450.002,370.002,309.971,330.002,290.002,310.002,350.002,380.002
2016-10-14 01:11:56,290.002,290.002,290.002,300.002,310.002,270.001,280.002,390.002,450.002,520.003,560.003,490.003,399.962,340.002,320.002,320.002,330.002,340.002,380.002,350.002,340.002
2016-10-14 01:11:59.600000,340.002,370.002,410.002,400.002,430.002,400.002,410.002,430.002,450.002,470.003,520.003,510.003,460.002,430.002,389.963,400.002,350.002,350.002,370.002,380.002,400.002,410.002
2016-10-14 01:12:01.500000,380.002,400.002,410.002,390.002,340.002,360.002,390.002,420.002,430.002,420.002,440.002,450.002,430.002,429.959,400.002,370.002,380.002,320.002,320.002,310.002,310.002,310.002
2016-10-14 01:25:53.799999,80.0004,80.0004,100.001,90.0005,70.0004,80.0004,80.0004,90.0005,150.001,150.001,200.001,200.001,190.001,200.001,180.001,180.001,159.985,160.001,150.001,150.001,150.001,130.001
2016-10-14 01:26:06.599999,159.985,160.001,170.001,170.001,180.001,200.001,190.001,210.001,190.001,240.001,230.001,290.002,250.001,240.001,210.001,180.001,190.001,180.001,189.982,170.001,180.001,150.001
2016-10-14 01:26:29,720.004,770.004,780.004,930.005,860.005,810.004,950.005,1120.01,1320.01,1440.01,1520.01,1500.01,1510.01,1300.01,890.005,870.005,899.914,1250.01,920.005,650.004,530.003
2016-10-14 01:26:30.699999,899.914,1250.01,920.005,650.004,530.003,510.003,470.003,650.004,690.004,760.004,460.002,1050.01,780.004,390.002,310.002,330.002,300.002,290.002,289.972,300.002,290.002,310.002
2016-10-14 01:26:34.100000,280.002,290.002,279.973,330.002,280.002,290.002,350.002,320.002,400.002,390.002,2030.01,1270.01,620.003,470.003,550.003,550.003,520.003,600.003,640.003,710.004,969.908
2016-10-14 01:26:35.600000,550.003,520.003,600.003,640.003,710.004,969.908,930.005,1060.01,1120.01,1200.01,1210.01,1150.01,990.005,920.005,730.004,590.003,460.002,410.002,480.003,990.005,810.004
2016-10-14 01:26:36.500000,1200.01,1210.01,1150.01,990.005,920.005,730.004,590.003,460.002,410.002,480.003,990.005,810.004,590.003,430.002,380.002,339.968,390.002,460.002,560.003,590.003,560.003
2016-10-14 01:26:37.500000,990.005,810.004,590.003,430.002,380.002,339.968,390.002,460.002,560.003,590.003,560.003,510.003,540.003,560.003,550.003,460.002,410.002,410.002,410.002,410.002,490.003
2016-10-14 01:26:39.100000,410.002,410.002,410.002,410.002,490.003,460.002,440.002,549.948,560.003,830.005,2170.01,1890.01,1040.01,710.004,720.004,660.004,550.003,500.003,420.002,470.003,480.003
2016-10-14 01:26:40.500000,720.004,660.004,550.003,500.003,420.002,470.003,480.003,460.002,490.003,750.004,1520.01,740.004,499.952,430.002,440.002,520.003,530.003,490.003,490.003,480.003,520.003
2016-10-14 01:26:42.299999,490.003,490.003,480.003,520.003,550.003,580.003,570.003,620.003,460.002,440.002,670.004,410.002,60.0003,40.0002,69.9933,120.001,120.001,110.001,120.001,140.001,120.001,120.001
2016-10-14 01:26:47.299999,70.0004,69.9933,60.0003,70.0004,60.0003,50.0003,60.0003,50.0003,60.0003,390.002,480.003,140.001,120.001,70.0004,100.001,80.0004,90.0005,90.0005,100.001,89.9914,90.0005,90.0005
2016-10-14 01:26:55.299999,90.0005,50.0003,60.0003,50.0003,60.0003,90.0005,120.001,180.001,280.002,300.002,420.002,330.002,290.002,299.971,300.002,290.002,320.002,280.002,260.001,310.002,390.002,420.002
2016-10-14 01:26:56.299999,420.002,330.002,290.002,299.971,300.002,290.002,320.002,280.002,260.001,310.002,390.002,420.002,390.002,360.002,330.002,310.002,250.001,260.001,270.001,290.002,300.002,300.002
2016-10-14 01:27:00.099998,190.001,190.001,219.979,170.001,150.001,120.001,150.001,230.001,600.003,620.003,720.004,1130.01,90.0005,740.004,250.001,220.001,300.002,190.001,190.001,240.001,250.001,199.981
2016-10-14 01:27:01.399999,740.004,250.001,220.001,300.002,190.001,190.001,240.001,250.001,199.981,170.001,480.003,1880.01,1000.01,770.004,1580.01,1020.01,580.003,350.002,380.002,400.002,420.002,1440.01
2016-10-14 01:27:02.600000,770.004,1580.01,1020.01,580.003,350.002,380.002,400.002,420.002,1440.01,1040.01,2040.01,660.004,110.001,170.001,1879.82,850.005,80.0004,90.0005,80.0004,70.0004,110.001
2016-10-14 01:27:09.400000,140.001,139.987,180.001,190.001,290.002,350.002,290.002,340.002,430.002,550.003,800.004,560.003,510.003,580.003,500.003,420.002,410.002,410.002,420.002,470.003,509.951
2016-10-14 01:27:12.800000,370.002,410.002,710.004,600.003,769.927,710.004,520.003,750.004,740.004,1360.01,2260.01,1330.01,1320.01,370.002,690.004,1170.01,1100.01,250.001,400.002,190.001,430.002
2016-10-14 01:27:13.900000,1330.01,1320.01,370.002,690.004,1170.01,1100.01,250.001,400.002,190.001,430.002,1770.01,20.0001,889.915,370.002,340.002,520.003,590.003,510.003,220.001,80.0004,170.001
2016-10-14 01:27:15.400000,340.002,520.003,590.003,510.003,220.001,80.0004,170.001,1090.01,600.003,900.005,1210.01,330.002,150.001,140.001,150.001,210.001,179.983,180.001,190.001,130.001,150.001,60.0003
2016-10-14 01:27:17.699999,100.001,80.0004,80.0004,120.001,160.001,180.001,160.001,130.001,110.001,90.0005,120.001,2690.01,2689.74,190.001,260.001,150.001,610.003,1260.01,310.002,1550.01,2880.02,390.002
2016-10-14 01:27:19.399999,1260.01,310.002,1550.01,2880.02,390.002,1500.01,2140.01,2800.02,600.003,2730.01,2860.02,2810.02,2710.01,2759.74,2750.01,2710.01,2670.01,2660.01,2670.01,310.002,350.002,470.003
2016-10-14 01:27:20.899999,2710.01,2670.01,2660.01,2670.01,310.002,350.002,470.003,1810.01,650.004,1930.01,2570.01,340.002,2200.01,2360.01,2390.01,1890.01,710.004,2099.8,1660.01,940.005,2000.01,1840.01
2016-10-14 01:27:22.199999,2360.01,2390.01,1890.01,710.004,2099.8,1660.01,940.005,2000.01,1840.01,2200.01,2410.01,2010.01,1240.01,1030.01,2540.01,2400.01,1260.01,1880.01,2100.01,1570.01,1780.01,2160.01
2016-10-14 01:27:24.199999,1780.01,2160.01,2190.01,2169.79,1010.01,1930.01,2630.01,2720.01,2670.01,2830.02,2900.02,2670.01,2900.02,2640.01,2630.01,2630.01,2620.01,2620.01,2610.01,1490.01,2020.01,2559.76
2016-10-14 01:27:25.399999,2900.02,2640.01,2630.01,2630.01,2620.01,2620.01,2610.01,1490.01,2020.01,2559.76,600.003,2770.02,2360.01,2210.01,930.005,1010.01,170.001,2220.01,790.004,1250.01,1880.01,2260.01
2016-10-14 01:27:26.399999,600.003,2770.02,2360.01,2210.01,930.005,1010.01,170.001,2220.01,790.004,1250.01,1880.01,2260.01,530.003,1330.01,1360.01,2450.01,910.005,1570.01,2429.77,1140.01,1670.01,2520.01
2016-10-14 01:27:27.399999,1880.01,2260.01,530.003,1330.01,1360.01,2450.01,910.005,1570.01,2429.77,1140.01,1670.01,2520.01,1520.01,1170.01,1160.01,420.002,640.003,720.004,370.002,2830.02,2760.01,2790.02
2016-10-14 01:27:28.199999,2429.77,1140.01,1670.01,2520.01,1520.01,1170.01,1160.01,420.002,640.003,720.004,370.002,2830.02,2760.01,2790.02,450.002,2830.02,120.001,240.001,249.976,530.003,360.002,280.002
2016-10-14 01:27:29.699999,2830.02,120.001,240.001,249.976,530.003,360.002,280.002,310.002,700.004,560.003,2350.01,1170.01,260.001,340.002,290.002,360.002,370.002,360.002,420.002,370.002,440.002,500.003
2016-10-14 01:27:31.199999,360.002,370.002,360.002,420.002,370.002,440.002,500.003,349.967,1000.01,1590.01,530.003,2870.02,360.002,330.002,600.003,2300.01,2070.01,460.002,300.002,420.002,2580.01,1830.01
2016-10-14 01:27:31.600000,440.002,500.003,349.967,1000.01,1590.01,530.003,2870.02,360.002,330.002,600.003,2300.01,2070.01,460.002,300.002,420.002,2580.01,1830.01,2320.01,850.005,1690.01,349.967
2016-10-14 01:27:32.100000,530.003,2870.02,360.002,330.002,600.003,2300.01,2070.01,460.002,300.002,420.002,2580.01,1830.01,2320.01,850.005,1690.01,349.967,240.001,340.002,360.002,350.002,330.002
2016-10-14 01:27:34.399999,370.002,280.002,800.004,460.002,190.001,220.001,240.001,260.001,550.003,740.004,1690.01,149.986,60.0003,50.0003,60.0003,120.001,170.001,200.001,190.001,130.001,40.0002
2016-10-14 01:27:41,19.9981,20.0001,10.0001,40.0002,110.001,140.001,150.001,100.001,50.0003,560.003,910.005,120.001,80.0004,120.001,140.001,390.002,520.003,580.003,40.0002,1689.84,300.002
2016-10-14 01:27:41.899999,560.003,910.005,120.001,80.0004,120.001,140.001,390.002,520.003,580.003,40.0002,1689.84,300.002,400.002,540.003,720.004,680.004,370.002,290.002,230.001,210.001,270.001
2016-10-14 01:27:43.600000,290.002,230.001,210.001,270.001,560.003,910.005,810.004,430.002,330.002,470.003,1140.01,140.001,149.986,290.002,280.002,230.001,190.001,220.001,290.002,230.001,170.001
2016-10-14 01:27:51,40.0002,40.0002,30.0002,40.0002,30.0002,50.0003,40.0002,40.0002,50.0003,130.001,270.001,190.001,179.983,130.001,90.0005,70.0004,70.0004,80.0004,110.001,110.001,90.0005
2016-10-14 02:02:17.399999,210.001,190.001,180.001,270.001,270.001,380.002,410.002,449.957,470.003,470.003,740.004,760.004,620.003,630.003,670.004,650.004,570.003,500.003,480.003,480.003,510.003,440.002
2016-10-14 02:02:20.199999,380.002,360.002,410.002,420.002,360.002,400.002,430.002,520.003,520.003,620.003,700.004,680.004,660.004,630.003,580.003,480.003,449.957,440.002,400.002,410.002,420.002,380.002
2016-10-14 02:02:21.399999,660.004,630.003,580.003,480.003,449.957,440.002,400.002,410.002,420.002,380.002,510.003,530.003,450.002,430.002,420.002,390.002,370.002,330.002,330.002,360.002,350.002,310.002
2016-10-14 02:02:23,330.002,330.002,360.002,350.002,310.002,309.971,350.002,420.002,350.002,470.003,490.003,380.002,360.002,360.002,410.002,390.002,350.002,320.002,340.002,320.002,300.002
2016-10-14 02:02:24.899999,340.002,320.002,300.002,280.002,270.001,310.002,319.97,330.002,310.002,380.002,390.002,390.002,370.002,300.002,280.002,280.002,290.002,270.001,250.001,310.002,370.002,280.002
2016-10-14 02:03:01.399999,500.003,430.002,480.003,540.003,490.003,480.003,480.003,600.003,580.003,530.003,550.003,610.003,569.946,460.002,500.003,500.003,450.002,370.002,350.002,360.002,350.002,350.002
2016-10-14 02:03:06.799999,370.002,440.002,450.002,410.002,490.003,750.004,750.004,670.004,900.005,950.005,980.005,820.004,780.004,729.931,700.004,570.003,590.003,700.004,670.004,550.003,600.003,680.004
2016-10-14 02:03:14.699999,610.003,590.003,600.003,550.003,610.003,1010.01,1270.01,1350.01,1389.87,1490.01,1540.01,1430.01,1360.01,1390.01,1360.01,1240.01,1710.01,1590.01,1660.01,1510.01,1390.01
2016-10-14 02:03:15.400000,1270.01,1350.01,1389.87,1490.01,1540.01,1430.01,1360.01,1390.01,1360.01,1240.01,1710.01,1590.01,1660.01,1510.01,1390.01,1450.01,1350.01,980.005,800.004,860.005,779.926,570.003
2016-10-14 02:04:49.100000,0.0,10.0001,20.0001,20.0001,10.0001,10.0001,20.0001,30.0002,10.0001,679.935,720.004,90.0005,50.0003,70.0004,50.0003,50.0003,30.0002,10.0001,0.0,10.0001,0.0
2016-10-14 02:17:21.699999,250.001,310.002,290.002,300.002,260.001,280.002,280.002,340.002,390.002,370.002,360.002,430.002,370.002,229.978,230.001,300.002,290.002,240.001,190.001,180.001,130.001,180.001
2016-10-14 02:17:29.399999,160.001,200.001,180.001,170.001,210.001,240.001,270.001,320.002,330.002,330.002,339.968,320.002,250.001,200.001,180.001,180.001,150.001,150.001,140.001,170.001,160.001,120.001
2016-10-14 02:17:41,240.001,230.001,270.001,250.001,300.002,399.962,530.003,700.004,790.004,870.005,980.005,850.005,850.005,780.004,810.004,650.004,630.003,770.004,910.005,850.005,1600.01
2016-10-14 02:17:42,980.005,850.005,850.005,780.004,810.004,650.004,630.003,770.004,910.005,850.005,1600.01,460.002,1100.01,939.911,830.005,750.004,720.004,560.003,480.003,470.003,520.003
2016-10-14 02:17:44.799999,600.003,600.003,550.003,520.003,520.003,559.947,540.003,620.003,750.004,860.005,910.005,830.005,780.004,510.003,220.001,120.001,110.001,130.001,130.001,130.001,150.001,140.001
2016-10-14 02:17:49.799999,390.002,400.002,460.002,550.003,600.003,560.003,610.003,680.004,650.004,640.003,649.938,710.004,610.003,540.003,350.002,180.001,100.001,80.0004,80.0004,90.0005,80.0004,60.0003
2016-10-14 02:17:59.399999,110.001,130.001,120.001,140.001,110.001,170.001,179.983,180.001,230.001,230.001,240.001,210.001,170.001,170.001,170.001,150.001,140.001,160.001,150.001,160.001,110.001
2016-10-14 02:18:03.600000,220.001,210.001,199.981,200.001,240.001,250.001,230.001,250.001,300.002,390.002,460.002,410.002,230.001,170.001,140.001,110.001,130.001,130.001,120.001,110.001,130.001,119.989
2016-10-14 02:18:18.199999,350.002,340.002,390.002,400.002,409.961,370.002,500.003,570.003,570.003,560.003,590.003,580.003,490.003,380.002,380.002,390.002,390.002,330.002,370.002,340.002,310.002,300.002
2016-10-14 02:18:25.399999,150.001,140.001,150.001,180.001,180.001,180.001,240.001,269.974,310.002,290.002,360.002,610.003,590.003,500.003,550.003,550.003,490.003,430.002,420.002,370.002,310.002,300.002
2016-10-14 02:18:27.199999,420.002,370.002,310.002,300.002,310.002,280.002,210.001,219.979,270.001,360.002,430.002,390.002,370.002,320.002,310.002,270.001,200.001,220.001,200.001,180.001,190.001,230.001
2016-10-14 02:18:30.899999,450.002,410.002,390.002,410.002,440.002,420.002,330.002,489.953,550.003,650.004,640.003,730.004,680.004,520.003,440.002,370.002,240.001,200.001,180.001,210.001,290.002,290.002
2016-10-14 02:18:32.799999,290.002,290.002,360.002,350.002,320.002,310.002,339.968,420.002,450.002,490.003,500.003,480.003,450.002,380.002,300.002,320.002,370.002,380.002,330.002,300.002,190.001
2016-10-14 02:18:33.500000,420.002,450.002,490.003,500.003,480.003,450.002,380.002,300.002,320.002,370.002,380.002,330.002,300.002,190.001,80.0004,80.0004,90.0005,79.9924,70.0004,70.0004,100.001
2016-10-14 02:18:35.799999,130.001,160.001,180.001,200.001,160.001,180.001,190.001,320.002,400.002,480.003,580.003,630.003,540.003,390.002,389.963,360.002,230.001,270.001,490.003,480.003,480.003,470.003
2016-10-14 02:18:36.899999,540.003,390.002,389.963,360.002,230.001,270.001,490.003,480.003,480.003,470.003,510.003,430.002,380.002,350.002,310.002,370.002,350.002,340.002,370.002,390.002,389.963
2016-10-14 02:19:04.799999,130.001,150.001,129.988,110.001,100.001,110.001,100.001,110.001,270.001,480.003,620.003,510.003,510.003,580.003,550.003,440.002,390.002,410.002,380.002,340.002,410.002,369.965
2016-10-14 02:47:50.299999,180.001,180.001,190.001,220.001,240.001,240.001,200.001,190.001,200.001,220.001,380.002,459.956,340.002,260.001,250.001,210.001,220.001,230.001,220.001,210.001,210.001,210.001
2016-10-14 02:48:18.500000,300.002,340.002,350.002,300.002,280.002,300.002,280.002,319.97,360.002,380.002,430.002,430.002,350.002,280.002,290.002,320.002,320.002,360.002,320.002,310.002,270.001
2016-10-14 02:48:22.199999,400.002,420.002,400.002,450.002,490.003,520.003,550.003,650.004,639.939,600.003,640.003,720.004,670.004,630.003,590.003,590.003,610.003,610.003,570.003,550.003,510.003,520.003
2016-10-14 02:48:24.699999,660.004,699.933,670.004,610.003,700.004,710.004,770.004,760.004,760.004,760.004,760.004,810.004,720.004,710.004,690.004,680.004,660.004,670.004,620.003,600.003,609.942,640.003
2016-10-14 02:48:26.399999,670.004,620.003,600.003,609.942,640.003,610.003,580.003,580.003,610.003,620.003,780.004,930.005,860.005,800.004,690.004,660.004,630.003,610.003,580.003,610.003,620.003,579.945
2016-10-14 02:48:29.899999,550.003,540.003,590.003,650.004,700.004,639.939,730.004,820.004,740.004,650.004,910.005,850.005,580.003,640.003,870.005,850.005,740.004,640.003,620.003,620.003,720.004,790.004
2016-10-14 02:48:31.199999,640.003,870.005,850.005,740.004,640.003,620.003,620.003,720.004,790.004,780.004,759.928,790.004,780.004,680.004,600.003,550.003,590.003,620.003,650.004,770.004,600.003,600.003
